Cod_Loc,IdProvincia,IdDepartamento,Categoría,Provincia,Departamento,Localidad,Nombre,Domicilio,Piso,CP,Cod_area,Teléfono,Mail,Web,Información adicional,Latitud,Longitud,TipoLatitudLongitud,Fuente,año_act
02000010,02,02000,Editoriales de Libros,Ciudad Autónoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Centro Latinoamericano De Comercio S.A,Charcas 2983,,1425,11,48211410,,,,-34.59311500,-58.40814400,localización precisa,CAL,2019
02000010,02,02000,Editoriales de Libros,Ciudad Autónoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Cepa - Ciudad Argentina,Av. Córdoba 1255,7º,1055,11,48114250,,,,-34.59912160,-58.38464590,localización precisa,CAL,2019
02000010,02,02000,Editoriales de Libros,Ciudad Autónoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Certeza,Bernardo De Irigoyen 650,Pb 4,1072,11,43316651,,,,-34.61582300,-58.38032300,localización precisa,CAL,2019
02000010,02,02000,Editoriales de Libros,Ciudad Autónoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Cia. Naviera Ilimitada Editores,E.S. Discepolo 1862,2A,1051,11,6285484,,,,-34.60368440,-58.38155910,localización precisa,CAL,2019
02000010,02,02000,Editoriales de Libros,Ciudad Autónoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciencia Y Tecnica Libros,Tacuari 1334,7? A,1139,11,43004253,,,,-34.62416690,-58.37831100,localización precisa,CAL,2019
02000010,02,02000,Editoriales de Libros,Ciudad Autónoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Circulo De Lectores,Av. Rivadavia 1122,,1033,11,43003778,,,,-34.60851020,-58.38233270,localización precisa,CAL,2019
02000010,02,02000,Editoriales de Libros,Ciudad Autónoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Circulo Latino Austral,Av. Caseros 1573,Pb,1152,11,43052400,,www.circulolatino.com.ar,,-34.63271100,-58.38503200,localización precisa,CAL,2019
02000010,02,02000,Editoriales de Libros,Ciudad Autónoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Nueva,Lezica 4358,,1202,11,49814885,,www.ciudadnueva.org.ar,,-34.61301700,-58.42762600,localización precisa,CAL,2019
02000010,02,02000,Editoriales de Libros,Ciudad Autónoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Clacso,Estados Unidos 1168,,1101,11,43049145,,,,-34.61857200,-58.38246500,localización precisa,CAL,2019
02000010,02,02000,Editoriales de Libros,Ciudad Autónoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Claretiana,Lima 1360,,1138,11,43059597  Int. 108,,,,-34.62411900,-58.38141500,localización precisa,CAL,2019
02000010,02,02000,Editoriales de Libros,Ciudad Autónoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Close Up,Luis Maria Campos 42,,1425,11,47713800,,,,-34.57638200,-58.42953900,localización precisa,CAL,2019
02000010,02,02000,Editoriales de Libros,Ciudad Autónoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Club Burton,Estados Unidos 700,,1101,11,43005561,,,,-34.61867240,-58.37568590,localización precisa,CAL,2019
02000010,02,02000,Editoriales de Libros,Ciudad Autónoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Clyna,Cerrito 1136,5º B,1010,11,40125100,,,,-34.59506000,-58.38275700,localización precisa,CAL,2019
02000010,02,02000,Editoriales de Libros,Ciudad Autónoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Colegio de Traductores Públicos de la  Ciudad Autónoma de Buenos Aires,Av. Corrientes 1834,,1045,11,43737173,,,,-34.60448500,-58.39276500,localización precisa,CAL,2019
02000010,02,02000,Editoriales de Libros,Ciudad Autónoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Colihue,Av. Diaz Velez 5125,,1405,11,49584442,,,,-34.60876700,-58.43910700,localización precisa,CAL,2019
02000010,02,02000,Editoriales de Libros,Ciudad Autónoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Colision Libros,Junin 1616,6? Piso,1113,11,48078611,,,,-34.58993800,-58.39382900,localización precisa,CAL,2019
02000010,02,02000,Editoriales de Libros,Ciudad Autónoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Como Gog y Magog Ediciones /,Padilla 673,1ro A,,11,1551472584,info@gogymagog.com,www.gogymagog.com/,,-34.59998730,-58.44243040,localización precisa,ISBN,2019
02000010,02,02000,Editoriales de Libros,Ciudad Autónoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Condorhuasi,Medrano 1335,,1179,11,48271070,,,,-34.59371900,-58.41940460,localización precisa,CAL,2019
02000010,02,02000,Editoriales de Libros,Ciudad Autónoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Confederacion Espiritista Argentina,Sanchez De Bustamante 463,,1173,11,48626314,,,,-34.60451710,-58.41453360,localización precisa,CAL,2019
02000010,02,02000,Editoriales de Libros,Ciudad Autónoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Conferencia Episcopal Argentina,Suipacha 1032,,1008,11,4328859,,,,-34.59611200,-58.38000930,localización precisa,CAL,2019
02000010,02,02000,Editoriales de Libros,Ciudad Autónoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Consejo Interuniversitario Nacional,Pacheco De Melo 2084,,1126,11,48065569,,,,-34.59034600,-58.39565200,localización precisa,CAL,2019
02000010,02,02000,Editoriales de Libros,Ciudad Autónoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Consejo Profesional de Ciencias Economicas,Viamonte 1549,,1055,11,60091600,,www.cpcecf.org.ar,,-34.60066700,-58.38883500,localización precisa,CAL,2019
02000010,02,02000,Editoriales de Libros,Ciudad Autónoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Continente Ediciones,Pavon 2231,,1248,11,43083535,,www.edicontinente.com.ar,,-34.62681100,-58.39595700,localización precisa,CAL,2019
02000010,02,02000,Editoriales de Libros,Ciudad Autónoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Cooperativa Comunidad,Rondeau 1651,1? Piso,1130,11,43047851,,,,-34.60368440,-58.38155910,localización precisa,CAL,2019
02000010,02,02000,Editoriales de Libros,Ciudad Autónoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Corpus Libros M?dicos y Cient?ficos,Tucum?n 2180,,,11,43718635,dmestre@corpuslibros.com,www.corpuslibros.com,,-34.60221500,-58.39818200,localización precisa,ISBN,2019
02000010,02,02000,Editoriales de Libros,Ciudad Autónoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Corregidor,Rodriguez Pe?a 452,,1020,11,43744959,,www.corregidor.com.ar,,-34.60371400,-58.39084900,localización precisa,CAL,2019
02000010,02,02000,Editoriales de Libros,Ciudad Autónoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,"Cp 67, Libreria Tecnica",Florida 683,Local 18,1005,11,43146303,,,,-34.59992670,-58.37503400,localización precisa,CAL,2019
02000010,02,02000,Editoriales de Libros,Ciudad Autónoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Creadores Argentinos,Av. San Juan 1146,Piso 10 Depto. A,,11,43047283,info@creadoresargentinos.com,www.creadoresargentinos.com.ar,,-34.62220400,-58.38214400,localización precisa,ISBN,2019
02000010,02,02000,Editoriales de Libros,Ciudad Autónoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Crecer  Creando,F. Roosevelt 4550,,1031,11,43712738,,,,-34.57006890,-58.48112690,localización precisa,CAL,2019
02000010,02,02000,Editoriales de Libros,Ciudad Autónoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Cypres,Av. Chiclana 3437,,1260,11,49111194,,,,-34.63553300,-58.41293800,localización precisa,CAL,2019
02000010,02,02000,Editoriales de Libros,Ciudad Autónoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,"D & D, Ediciones",Av. Córdoba 1522,3º,1055,11,43828505,,,,-34.59956980,-58.38856000,localización precisa,CAL,2019
02000010,02,02000,Editoriales de Libros,Ciudad Autónoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,De Dios Editores,Tacuar? 131,1? B,,11,4334235,info@dediosonline.com,www.dediosonline.com,,-34.60986700,-58.37915900,localización precisa,ISBN,2019
02000010,02,02000,Editoriales de Libros,Ciudad Autónoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,De La Flor,Anchoris 27,,1280,11,43045529,,,,-34.63433720,-58.38954060,localización precisa,CAL,2019
02000010,02,02000,Editoriales de Libros,Ciudad Autónoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,De Los Cuatro Vientos / G?rgola /,Venezuela 726,,1095,11,43314204,info@deloscuatrovientos.com.ar,,,-34.61394500,-58.37645800,localización precisa,CAL / ISBN,2019
02000010,02,02000,Editoriales de Libros,Ciudad Autónoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,"De Mente, Ediciones",Av. Corrientes 1312,8º,1043,11,43711825,,www.demente.com,,-34.60393900,-58.38529100,localización precisa,CAL,2019
02000010,02,02000,Editoriales de Libros,Ciudad Autónoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,"Del Aula Taller, Ediciones",San Blas 5421,,1407,11,45663226,,www.aulataller.com,,-34.63098900,-58.50931800,localización precisa,CAL,2019
02000010,02,02000,Editoriales de Libros,Ciudad Autónoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,"Del Dragon, Ediciones",Emilio Mitre 71,7º B,1424,11,44321868,,www.deldragonediciones.com.ar,,-34.62270700,-58.44386800,localización precisa,CAL,2019
02000010,02,02000,Editoriales de Libros,Ciudad Autónoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,"Del Futuro, Distribuciones",Av. Paso Colon 221,Piso 6º,1063,11,4305633,,,,-34.61023010,-58.36965150,localización precisa,CAL,2019
02000010,02,02000,Editoriales de Libros,Ciudad Autónoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Del Hospital Ediciones,Potosi  4240,,1199,11,49590200 int. 2997,,,,-34.60735600,-58.42682770,localización precisa,CAL,2019
02000010,02,02000,Editoriales de Libros,Ciudad Autónoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,"Del Jurista, Libreria",Talcahuano 427,,1013,11,43717337,,,,-34.60361480,-58.38506380,localización precisa,CAL,2019
02000010,02,02000,Editoriales de Libros,Ciudad Autónoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Del Nuevo Extremo,Angel J. Carranza 1852,,1414,11,47733228,,www.delnuevoextremo.com,,-34.58137600,-58.43703900,localización precisa,CAL/CAP/ISBN,2019
02000010,02,02000,Editoriales de Libros,Ciudad Autónoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Del Sol,Av. Callao 737,,1023,11,48116722,,,,-34.60037500,-58.39280900,localización precisa,CAL,2019
02000010,02,02000,Editoriales de Libros,Ciudad Autónoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Desde La Gente,Av. Corrientes 1543,,1042,11,50778080,,www.rcc.rcc.com.ar,,-34.60493200,-58.38892800,localización precisa,CAL,2019
02000010,02,02000,Editoriales de Libros,Ciudad Autónoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Deva,Av. San Juan 777,,1147,11,43613045,,,,-34.62203500,-58.37685200,localización precisa,CAL,2019
02000010,02,02000,Editoriales de Libros,Ciudad Autónoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Di Lalla Ediciones,Uruguay  705,"9 ""B""",1015,11,4374182,,,,-34.60050900,-58.38671700,localización precisa,CAL,2019
02000010,02,02000,Editoriales de Libros,Ciudad Autónoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Dial Book,Aráoz de Lamadrid 2842/44,,,11,43027005,osvaldodiaz@dialbook.com.ar,www.dial-book.com,,-34.63968500,-58.36619130,localización precisa,CAP,2019
02000010,02,02000,Editoriales de Libros,Ciudad Autónoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Diamond Books / Diamond Books / edita.la / SB / Semiotica / Zona Pedi?trica,Yapeyu 283,,1202,11,49811912,,,,-34.61553380,-58.42167580,localización precisa,CAL,2019
02000010,02,02000,Editoriales de Libros,Ciudad Autónoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Diaz Horacio Miguel,Av. Cruz 1610,,1424,11,49185787,,,,-34.64904870,-58.42932760,localización precisa,CAL,2019
02000010,02,02000,Editoriales de Libros,Ciudad Autónoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Diblasa Srl,Nu?ez 2802,Dto. 8,1429,11,47024394,,,,-34.54275030,-58.46014520,localización precisa,CAL,2019
02000010,02,02000,Editoriales de Libros,Ciudad Autónoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Distal / Pampa Books,Paseo Col?n 1350,,,11,32209400,perla@distalnet.com,www.distalnet.com,,-34.62343900,-58.36810500,localización precisa,CAP,2019
02000010,02,02000,Editoriales de Libros,Ciudad Autónoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Distribuidora Alberto Luongo S.A.,Pavon 2540,,1428,,,,,,-34.62748090,-58.40061700,localización precisa,CAL,2019
02000010,02,02000,Editoriales de Libros,Ciudad Autónoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Distribuidora Librum,Av. Donado 4694,,,11,32209400,,www.librum.com.ar,,-34.54983890,-58.49242440,localización precisa,CAP,2019
02000010,02,02000,Editoriales de Libros,Ciudad Autónoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Docencia S.A.,Aguero 2260,,,11, 48058333,info@editorialdocencia.com.ar,,,-34.58673900,-58.40053000,localización precisa,ISBN,2019
02000010,02,02000,Editoriales de Libros,Ciudad Autónoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Domb Barbara Y Domb Ezequiel Sh,Galicia 919,4º A,1416,11,20102023,,,,-34.59216370,-58.40634620,localización precisa,CAL,2019
02000010,02,02000,Editoriales de Libros,Ciudad Autónoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,"Don Bosco, Ediciones",Don Bosco 4069,,1206,11,49817314,info@edebe.com.ar,,,-34.61352400,-58.42291200,localización precisa,CAL,2019
02000010,02,02000,Editoriales de Libros,Ciudad Autónoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Dryl Sa,Viamonte 1181,4? Piso,1053,11,52639027,,,,-34.60030830,-58.38363230,localización precisa,CAL,2019
02000010,02,02000,Editoriales de Libros,Ciudad Autónoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,"Dunken, Editorial",Ayacucho 357,,1025,11,49547700,,www.dunken.com.ar,,-34.60508200,-58.39521200,localización precisa,CAL,2019
02000010,02,02000,Editoriales de Libros,Ciudad Autónoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Edhasa,Av. Córdoba 744,2º C,1054,11,43933432,,,,-34.59887000,-58.37744300,localización precisa,CAL,2019
02000010,02,02000,Editoriales de Libros,Ciudad Autónoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ediar,Tucuman 927,6?,1049,11,43226589,,,,-34.60197900,-58.37998400,localización precisa,CAL,2019
02000010,02,02000,Editoriales de Libros,Ciudad Autónoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ediba,Av. Forest 579,PB,,11,45549800,mariarosatocci@ediba.com,www.edibalibros.com,,-34.58536500,-58.45375400,localización precisa,CAP,2019
02000010,02,02000,Editoriales de Libros,Ciudad Autónoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ediciones Akal Suc Argentina,Av. Belgrano 1460,PB A,1093,11,57113943,,,,-34.61361710,-58.38687960,localización precisa,CAL,2019
02000010,02,02000,Editoriales de Libros,Ciudad Autónoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ediciones Al Sur Srl,Guamini 5007,,1439,11,65696290,,,,-34.68846890,-58.47597390,localización precisa,CAL,2019
02000010,02,02000,Editoriales de Libros,Ciudad Autónoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ediciones Ampersand,Cavia 2985,1º,1425,11,48098614,,,,-34.57748590,-58.40723960,localización precisa,CAL,2019
02000010,02,02000,Editoriales de Libros,Ciudad Autónoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ediciones Argentinidad,Florida 860,Local 101,1005,11,4894169,,,,-34.59798900,-58.37539500,localización precisa,CAL,2019
02000010,02,02000,Editoriales de Libros,Ciudad Autónoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ediciones Biebel,J.J. Biedma 1005,,1405,11,45823878,,,,-34.61323800,-58.45519900,localización precisa,CAL,2019
02000010,02,02000,Editoriales de Libros,Ciudad Autónoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ediciones Cooperativas,Tucuman 3227,,1189,11,48645520,,www.edcooperativas.com.ar,,-34.60042700,-58.41123000,localización precisa,CAL,2019
02000010,02,02000,Editoriales de Libros,Ciudad Autónoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ediciones Del Camino,Alsina 2747,,1090,11,49572971,,,,-34.61232650,-58.40489880,localización precisa,CAL,2019
02000010,02,02000,Editoriales de Libros,Ciudad Autónoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,"Ediciones del CCC Centro Cultural de la Cooperación Floreal Gorini; Instituto Movilizador de Fondos Cooperativos; Desde la Gente,",Av. Corrientes 1543,,1042,,,,,,-34.60413200,-58.38802800,localización precisa,ISBN,2019
02000010,02,02000,Editoriales de Libros,Ciudad Autónoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ediciones Del Dock,Av. Córdoba 2054,1º A,1120,11,43742772,,www.deldock.com.ar,,-34.59973400,-58.39654000,localización precisa,CAL,2019
02000010,02,02000,Editoriales de Libros,Ciudad Autónoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ediciones del Naranjo,Lambar? 846,Piso 1 Depto B,1185,11,52187004,,www.delnaranjo.com.ar,,-34.56320400,-58.43959000,localización precisa,CAL,2019
02000010,02,02000,Editoriales de Libros,Ciudad Autónoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ediciones del Signo,Aníbal Troilo 942,Piso 1 Depto. A,,11,154416685,,www.edicionesdelsigno.com.ar,,-34.58432500,-58.41130200,localización precisa,SInCA,2019
02000010,02,02000,Editoriales de Libros,Ciudad Autónoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ediciones Didot,Arevalo 1830,,1414,11,47719821,,,,-34.57985080,-58.43930460,localización precisa,CAL,2019
02000010,02,02000,Editoriales de Libros,Ciudad Autónoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ediciones En Danza,Gaspar M.De Jovellanos 1068,,1269,11,43015031,,www.edicionesendanza.com.ar,,-34.64196700,-58.37167500,localización precisa,CAL,2019
02000010,02,02000,Editoriales de Libros,Ciudad Autónoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ediciones Fabro,Viamonte 1550,,,11,53686390,editorial@edicionesfabro.com.ar,edicionesfabro.com.ar,,-34.59129700,-58.46864200,localización precisa,ISBN,2019
02000010,02,02000,Editoriales de Libros,Ciudad Autónoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ediciones GCC / GCC - Grupo de Canto Coral,Mariano Acha 3969,,,11,45425018,ediciones@gcc.org.ar,www.gcc.org.ar,,-34.55633900,-58.49033700,localización precisa,ISBN,2019
02000010,02,02000,Editoriales de Libros,Ciudad Autónoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ediciones Godot,Freire 2551,3º D,1428,11,1557177826,,,,-34.56246370,-58.46782700,localización precisa,CAL,2019
02000010,02,02000,Editoriales de Libros,Ciudad Autónoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ediciones Herramienta,Rivadavia 3772,1? B,1204,11,49824146,,,,-34.61111200,-58.41935900,localización precisa,CAL,2019
02000010,02,02000,Editoriales de Libros,Ciudad Autónoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ediciones Ips,Riobamba 144,,1025,11,45224706,,,,-34.60757780,-58.39365760,localización precisa,CAL,2019
02000010,02,02000,Editoriales de Libros,Ciudad Autónoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ediciones Lariviere,Talcahuano 768,Piso 10 Of 34,1013,11,43728383,,www.edicioneslariviere.com,,-34.59964600,-58.38547100,localización precisa,CAL / ISBN,2019
02000010,02,02000,Editoriales de Libros,Ciudad Autónoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ediciones Lea,Av. Dorrego 330,,1414,11,48569056,produccion@edicioneslea.com,www.edicioneslea.com,,-34.59571100,-58.45249700,localización precisa,CAL,2019
02000010,02,02000,Editoriales de Libros,Ciudad Autónoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ediciones Luxemburg,Tandil 3564,Dto E,1407,11,43042703,,,,-34.63899900,-58.47484800,localización precisa,CAL,2019
02000010,02,02000,Editoriales de Libros,Ciudad Autónoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ediciones Rap S.A.,Talcahuano 638,Piso 2 Depto. D,,11,43740661,consulta@revistasrap.com.ar,,,-34.60118900,-58.38533200,localización precisa,ISBN,2019
02000010,02,02000,Editoriales de Libros,Ciudad Autónoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ediciones Simurg,Jer?nimo Salguero 33,Piso 6? ?D?,,11,48632291,simurg@sion.com,edicionessimurg.com,,-34.59884500,-58.44361200,localización precisa,ISBN,2019
02000010,02,02000,Editoriales de Libros,Ciudad Autónoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ediciones Sm Sa,Av. Callao 410,2º,1022,11,4000400,,www.grupo-sm.com,,-34.60414600,-58.39251100,localización precisa,CAL/CAP,2019
02000010,02,02000,Editoriales de Libros,Ciudad Autónoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ediciones Voces del Sur,Azcuenaga 720,,,,,,www.vocesdelsur.com.ar,,-34.60082100,-58.40100200,localización precisa,SInCA,2019
02000010,02,02000,Editoriales de Libros,Ciudad Autónoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ediciones Winogrand,Reconquista 642,Of 714,1010,11,48115040,,,,-34.60037910,-58.37263350,localización precisa,CAL,2019
02000010,02,02000,Editoriales de Libros,Ciudad Autónoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Edicol,Av. De Mayo 979,,1084,11,43436216,,,,-34.60874200,-58.38036300,localización precisa,CAL,2019
02000010,02,02000,Editoriales de Libros,Ciudad Autónoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Edifel Libros,Tucuman 1538,2? D,1050,11,43714424,,,,-34.60176000,-58.38859900,localización precisa,CAL,2019
02000010,02,02000,Editoriales de Libros,Ciudad Autónoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Editores Del Sur,Neuquen 781,Pb 3,1405,11,1151585358,,,,-34.61584760,-58.44288610,localización precisa,CAL,2019
02000010,02,02000,Editoriales de Libros,Ciudad Autónoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Editorial Almaluz,Uriburu 484 98,,1027,11,49527082,,,,-34.60356770,-58.39848690,localización precisa,CAL,2019
02000010,02,02000,Editoriales de Libros,Ciudad Autónoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Editorial Asuimagen,Av. Rivadavia 3474,,1203,11,48636745,,,,-34.61085400,-58.41546600,localización precisa,CAL,2019
02000010,02,02000,Editoriales de Libros,Ciudad Autónoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Editorial Atlántida SA,Azopardo 565,,,11,4346100,,www.atlantidalibros.com.ar,,-34.61438800,-58.36776200,localización precisa,CAP / ISBN,2019
02000010,02,02000,Editoriales de Libros,Ciudad Autónoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Editorial Biotecnologica,Av. Acoyte 25,Piso 4º Of E,1405,11,49031090,,,,-34.61800800,-58.43658600,localización precisa,CAL,2019
02000010,02,02000,Editoriales de Libros,Ciudad Autónoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Editorial Cafe De Las Ciudades,Chorroarin 925,,1427,11,21162050,,,,-34.58671570,-58.47043450,localización precisa,CAL,2019
